"","Date","Station","Outflow","Inflow","Total","X","daily.data.summary","daily.data.icon","daily.data.precipIntensity","daily.data.precipProbability","daily.data.precipType","daily.data.temperatureHigh","daily.data.temperatureLow","daily.data.apparentTemperatureHigh","daily.data.apparentTemperatureLow","daily.data.humidity","daily.data.windSpeed","Wday","Wday_bin","Hday_bin","Month","Month_x","Month_y","Season","Precip_bin"
"33553","2011-05-11","31208",36,50,86,234,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,75.69,53.75,75.69,53.75,0.61,0.82,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"57228","2011-10-22","31610",49,45,94,398,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,58.31,39.57,58.31,39.57,0.71,0.34,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"9393","2010-11-24","31401",11,10,21,66,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,47.78,40.92,47.04,40.92,0.47,3.04,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"39727","2011-06-22","31021",0,0,0,276,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,89.7,76.94,95.45,78.2,0.73,0.89,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"59360","2011-11-06","31110",67,62,129,413,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,58.02,37.3,58.02,37.3,0.76,0.51,"Sunday",1,0,11,-0.5,0.866025403784438,"Fall",0
"59662","2011-11-08","31604",50,51,101,415,"Clear throughout the day.","clear-day",0,0,NA,68.57,37.32,68.57,37.32,0.71,0.27,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"63400","2011-12-04","31012",2,2,4,441,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,55.17,41.42,55.17,41.42,0.78,0.79,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"38114","2011-06-11","31624",25,40,65,265,"Partly cloudy throughout the day.","partly-cloudy-day",1e-04,0.29,"rain",88.41,70.23,93.2,71.21,0.71,0.4,"Saturday",1,0,6,1.22464679914735e-16,-1,"Spring",1
"27125","2011-03-27","31503",12,12,24,189,"Mostly cloudy until afternoon.","partly-cloudy-day",1e-04,0.12,"rain",45.57,30.59,44.04,30.59,0.48,1.41,"Sunday",1,0,3,1,6.12323399573677e-17,"Spring",1
"42800","2011-07-14","31110",92,98,190,298,"Partly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,83.17,66.22,83.17,66.41,0.57,1.09,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"61622","2011-11-21","31404",0,0,0,428,"Foggy in the morning.","fog",0.0038,0.96,"rain",61.03,50,61.03,50,0.91,0.7,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",1
"43896","2011-07-21","31261",0,0,0,305,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,97.16,80.58,111.44,85.96,0.7,1.08,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"44261","2011-07-24","31503",40,40,80,308,"Humid and partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,94.22,77.4,102.09,79.07,0.65,1.17,"Sunday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"24825","2011-03-11","31302",10,5,15,173,"Mostly cloudy throughout the day.","partly-cloudy-day",9e-04,0.59,"rain",48.57,36.7,46.97,36.7,0.65,3.28,"Friday",1,0,3,1,6.12323399573677e-17,"Winter",1
"11112","2010-12-06","31202",23,15,38,78,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,35.51,27.51,28.55,20.71,0.47,7.18,"Monday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"48789","2011-08-24","31621",41,25,66,339,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,84.78,74.12,85.55,74.97,0.67,1.8,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"62296","2011-11-26","31504",7,4,11,433,"Partly cloudy in the morning.","partly-cloudy-day",0,0,NA,66.72,43.72,66.72,43.72,0.63,0.07,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"40177","2011-06-26","31208",49,55,104,280,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,82.27,68.96,82.27,69.61,0.63,0.53,"Sunday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"47793","2011-08-17","31245",0,0,0,332,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,87.64,71.76,88.47,72.4,0.66,0.5,"Wednesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"40233","2011-06-26","31302",34,28,62,280,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,82.27,68.96,82.27,69.61,0.63,0.53,"Sunday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"14967","2011-01-01","31115",0,0,0,104,"Mostly cloudy throughout the day.","partly-cloudy-night",0,0,NA,57.33,50.36,57.33,50.36,0.81,2.05,"Saturday",1,1,1,0.5,0.866025403784439,"Winter",0
"7251","2010-11-09","31013",3,4,7,51,"Clear throughout the day.","clear-day",0,0,NA,61.44,45.35,61.44,45.35,0.54,3.04,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"21216","2011-02-14","31605",19,20,39,148,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,65.85,31.71,65.85,27.07,0.37,5.38,"Monday",1,0,2,0.866025403784439,0.5,"Winter",0
"18094","2011-01-23","31804",0,0,0,126,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,28.68,11.79,24.36,11.79,0.5,2.58,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",0
"3998","2010-10-17","31016",0,0,0,28,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,75.31,47.81,75.31,47.81,0.6,1.58,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"61495","2011-11-21","31703",0,1,1,428,"Foggy in the morning.","fog",0.0038,0.96,"rain",61.03,50,61.03,50,0.91,0.7,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",1
"56296","2011-10-15","31615",0,0,0,391,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,70.39,49.24,70.39,49.24,0.52,2.31,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"53502","2011-09-26","31220",41,44,85,372,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,79.69,70.58,82.57,71.66,0.86,0.45,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"57131","2011-10-21","31052",0,0,0,397,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,59.17,44.34,59.17,44.34,0.65,1.49,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"11069","2010-12-05","31241",0,0,0,77,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,37.95,30.14,31.6,24.46,0.5,6.65,"Sunday",1,0,12,-2.44929359829471e-16,1,"Fall",0
"13475","2010-12-22","31616",9,12,21,94,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,42.06,31.47,39.43,24.79,0.53,3.02,"Wednesday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"24410","2011-03-08","31620",29,38,67,170,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,50.95,36.41,50.95,36.41,0.45,0.91,"Tuesday",1,0,3,1,6.12323399573677e-17,"Winter",0
"33450","2011-05-10","31004",7,7,14,233,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,75.32,58.15,75.32,58.15,0.51,0.69,"Tuesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"3975","2010-10-17","31303",9,9,18,28,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,75.31,47.81,75.31,47.81,0.6,1.58,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",0
"60928","2011-11-17","31205",94,99,193,424,"Mostly cloudy until evening.","partly-cloudy-day",3e-04,0.56,"rain",46.72,31.99,46.34,31.99,0.6,3.45,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"16252","2011-01-10","31239",0,0,0,113,"Partly cloudy throughout the day.","partly-cloudy-night",0,0,NA,33.73,24.3,32.5,24.3,0.54,2.66,"Monday",1,0,1,0.5,0.866025403784439,"Winter",0
"15108","2011-01-02","31244",0,0,0,105,"Overcast until evening.","cloudy",0.0017,0.66,"rain",50.97,27.56,50.97,22.41,0.69,2.38,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",1
"17718","2011-01-21","31111",23,27,50,124,"Partly cloudy until afternoon.","partly-cloudy-day",2e-04,0.34,"snow",32.65,15.29,26.55,11.54,0.5,5.05,"Friday",1,0,1,0.5,0.866025403784439,"Winter",1
"50947","2011-09-08","31232",28,26,54,354,"Heavy rain throughout the day.","rain",0.0885,1,"rain",73.96,71.49,75.42,72.8,0.94,0.66,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"58323","2011-10-30","31600",52,50,102,406,"Clear throughout the day.","clear-day",9e-04,0.43,"rain",52.11,31.56,52.11,31.56,0.73,1.28,"Sunday",1,0,10,-0.866025403784439,0.5,"Fall",1
"6511","2010-11-04","31001",2,1,3,46,"Rain until evening.","rain",0.0434,1,"rain",49.74,44.72,49.65,43.18,0.93,2.18,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"37628","2011-06-08","31502",5,6,11,262,"Humid throughout the day.","clear-day",0,0,NA,96.27,76.41,104.02,77.73,0.64,0.66,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"18841","2011-01-28","31017",0,0,0,131,"Light snow in the afternoon.","snow",0.0023,0.68,"snow",35.31,25.94,35.31,25.94,0.85,0.28,"Friday",1,0,1,0.5,0.866025403784439,"Winter",1
"57796","2011-10-26","31601",13,7,20,402,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0.0016,0.7,"rain",63.85,56.65,63.85,56.65,0.74,1.36,"Wednesday",1,0,10,-0.866025403784439,0.5,"Fall",1
"40769","2011-06-30","31201",162,167,329,284,"Clear throughout the day.","clear-day",0,0,NA,84.68,64.11,84.68,64.11,0.53,1.16,"Thursday",1,0,6,1.22464679914735e-16,-1,"Summer",0
"53770","2011-09-28","31702",0,0,0,374,"Rain in the morning and evening.","rain",0.0142,0.96,"rain",79.47,67.96,82.21,68.81,0.87,0.57,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"37013","2011-06-04","31109",48,49,97,258,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",0,0,NA,81.58,66.97,81.58,67,0.54,0.25,"Saturday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"37608","2011-06-08","31202",63,73,136,262,"Humid throughout the day.","clear-day",0,0,NA,96.27,76.41,104.02,77.73,0.64,0.66,"Wednesday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"33694","2011-05-11","31708",0,0,0,234,"Mostly cloudy in the morning.","partly-cloudy-day",0,0,NA,75.69,53.75,75.69,53.75,0.61,0.82,"Wednesday",1,0,5,0.5,-0.866025403784439,"Spring",0
"50636","2011-09-06","31224",33,29,62,352,"Rain starting in the afternoon, continuing until evening.","rain",0.0523,1,"rain",63.08,62.68,63.46,62.98,0.92,2.12,"Tuesday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"37191","2011-06-05","31007",19,14,33,259,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,80.1,64.25,81.49,64.67,0.68,0.29,"Sunday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"48058","2011-08-19","31238",59,57,116,334,"Partly cloudy throughout the day.","partly-cloudy-day",0.0056,0.6,"rain",86.09,65.45,90.13,66.09,0.79,0.15,"Friday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"54694","2011-10-04","31701",1,0,1,380,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,67.31,52.95,67.31,52.95,0.79,1.67,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"33242","2011-05-08","31019",0,0,0,231,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,72.95,52.18,72.95,52.18,0.62,0.47,"Sunday",1,0,5,0.5,-0.866025403784439,"Spring",0
"20238","2011-02-07","31220",19,21,40,141,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,48.8,37.24,48.8,32.02,0.75,0.43,"Monday",1,0,2,0.866025403784439,0.5,"Winter",0
"41100","2011-07-02","31610",63,61,124,286,"Mostly cloudy starting in the evening.","partly-cloudy-night",0,0,NA,91.45,69.91,91.45,70.89,0.54,0.2,"Saturday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"34951","2011-05-20","31618",55,48,103,243,"Mostly cloudy throughout the day.","partly-cloudy-day",4e-04,0.48,"rain",71.06,56.67,71.06,56.67,0.76,0.99,"Friday",1,0,5,0.5,-0.866025403784439,"Spring",1
"50106","2011-09-02","31116",0,0,0,348,"Mostly cloudy throughout the day.","partly-cloudy-day",6e-04,0.42,"rain",77.48,68.75,78.04,69.18,0.76,0.72,"Friday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"2726","2010-10-08","31404",0,0,0,19,"Clear throughout the day.","clear-day",0,0,NA,76.71,52.06,76.71,52.06,0.57,1.29,"Friday",1,0,10,-0.866025403784439,0.5,"Fall",0
"18931","2011-01-29","31613",20,25,45,132,"Mostly cloudy until evening.","partly-cloudy-day",2e-04,0.26,"snow",36.26,23.32,36.26,23.32,0.7,0.34,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"20163","2011-02-07","31600",16,15,31,141,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,48.8,37.24,48.8,32.02,0.75,0.43,"Monday",1,0,2,0.866025403784439,0.5,"Winter",0
"18939","2011-01-29","31222",7,8,15,132,"Mostly cloudy until evening.","partly-cloudy-day",2e-04,0.26,"snow",36.26,23.32,36.26,23.32,0.7,0.34,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"45374","2011-08-01","31206",21,21,42,316,"Partly cloudy starting in the afternoon.","partly-cloudy-day",9e-04,0.35,"rain",96.5,71.02,97.81,71.81,0.62,0.75,"Monday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"48501","2011-08-22","31621",31,19,50,337,"Mostly cloudy in the morning.","partly-cloudy-night",0,0,NA,81.27,58.18,81.27,58.18,0.57,2.04,"Monday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"3052","2010-10-11","31108",24,27,51,22,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,85.59,59.38,85.59,59.38,0.63,0.55,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"10190","2010-11-29","31016",0,0,0,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"59629","2011-11-08","31103",62,40,102,415,"Clear throughout the day.","clear-day",0,0,NA,68.57,37.32,68.57,37.32,0.71,0.27,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"59896","2011-11-09","31615",0,0,0,416,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,63.39,49.13,63.39,49.13,0.76,0.69,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"60222","2011-11-12","31204",41,42,83,419,"Partly cloudy overnight.","partly-cloudy-night",0,0,NA,62.77,41.59,62.77,41.59,0.55,1.54,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"36803","2011-06-02","31616",34,40,74,256,"Clear throughout the day.","clear-day",0,0,NA,85.78,57.63,85.78,57.63,0.37,3.1,"Thursday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"49861","2011-09-01","31107",51,47,98,347,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,80.86,66.94,82.08,67.5,0.71,0.45,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Summer",0
"4123","2010-10-18","31227",17,7,24,29,"Mostly cloudy throughout the day.","partly-cloudy-day",0,0,NA,66.12,51.44,66.12,51.44,0.63,0.12,"Monday",1,0,10,-0.866025403784439,0.5,"Fall",0
"10130","2010-11-29","31606",11,11,22,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"20271","2011-02-07","31018",0,0,0,141,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,48.8,37.24,48.8,32.02,0.75,0.43,"Monday",1,0,2,0.866025403784439,0.5,"Winter",0
"59972","2011-11-10","31211",6,10,16,417,"Light rain starting in the afternoon, continuing until evening.","rain",0.0024,0.87,"rain",54.95,39.4,54.95,35.68,0.84,1.5,"Thursday",1,0,11,-0.5,0.866025403784438,"Fall",1
"53983","2011-09-29","31021",0,0,0,375,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,75.57,57.82,75.57,57.82,0.78,0.95,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"41354","2011-07-04","31003",21,22,43,288,"Partly cloudy starting in the afternoon.","partly-cloudy-night",0,0,NA,87.44,70.61,89.62,71.41,0.72,0.3,"Monday",1,1,7,-0.5,-0.866025403784439,"Summer",0
"15613","2011-01-06","31216",14,17,31,109,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,38.97,30.44,38.97,27.52,0.56,0.33,"Thursday",1,0,1,0.5,0.866025403784439,"Winter",0
"16864","2011-01-15","31205",18,13,31,118,"Mostly cloudy throughout the day.","partly-cloudy-day",1e-04,0.12,"rain",43.49,34.41,43.49,30.32,0.54,1.26,"Saturday",1,0,1,0.5,0.866025403784439,"Winter",1
"10207","2010-11-29","31021",0,0,0,71,"Overcast starting in the evening.","cloudy",0,0,NA,50.51,46,50.51,46,0.71,0.99,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",0
"8152","2010-11-15","31504",2,1,3,57,"Light rain overnight.","rain",0.0012,0.74,"rain",57.32,49.37,57.32,49.37,0.83,0.44,"Monday",1,0,11,-0.5,0.866025403784438,"Fall",1
"32831","2011-05-05","31626",0,0,0,228,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,68.02,43.27,68.02,43.27,0.48,3.17,"Thursday",1,0,5,0.5,-0.866025403784439,"Spring",0
"40534","2011-06-28","31501",1,5,6,282,"Partly cloudy throughout the day.","partly-cloudy-day",8e-04,0.26,"rain",91.68,71.67,97.26,72.62,0.72,0.5,"Tuesday",1,0,6,1.22464679914735e-16,-1,"Summer",1
"43902","2011-07-21","31022",0,0,0,305,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,97.16,80.58,111.44,85.96,0.7,1.08,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"54093","2011-09-30","31225",62,62,124,376,"Partly cloudy in the morning.","partly-cloudy-night",0,0,NA,74.54,52.76,74.54,52.76,0.72,0.53,"Friday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"21865","2011-02-18","31017",0,0,0,152,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,74.54,48.43,74.54,44.29,0.51,3.58,"Friday",1,0,2,0.866025403784439,0.5,"Winter",0
"43804","2011-07-21","31108",25,27,52,305,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,97.16,80.58,111.44,85.96,0.7,1.08,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"51505","2011-09-12","31623",142,144,286,358,"Partly cloudy in the morning.","partly-cloudy-night",0.0018,0.8,"rain",81.92,62.53,82.84,62.83,0.76,0.21,"Monday",1,0,9,-1,-1.83697019872103e-16,"Summer",1
"65253","2011-12-17","31104",90,78,168,454,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,40.69,30.12,38.79,30.12,0.6,2.24,"Saturday",1,0,12,-2.44929359829471e-16,1,"Winter",0
"38322","2011-06-13","31009",26,33,59,267,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,76.5,60.93,76.5,60.93,0.59,2.55,"Monday",1,0,6,1.22464679914735e-16,-1,"Spring",0
"9553","2010-11-25","31607",5,5,10,67,"Overcast throughout the day.","cloudy",0.0012,0.78,"rain",50.73,51.05,50.73,51.05,0.69,1.41,"Thursday",1,1,11,-0.5,0.866025403784438,"Fall",1
"24252","2011-03-07","31610",12,7,19,169,"Partly cloudy starting in the evening.","partly-cloudy-night",0.0011,0.78,"rain",48.73,30.16,46.82,30.16,0.54,5.43,"Monday",1,0,3,1,6.12323399573677e-17,"Winter",1
"2804","2010-10-09","31211",3,7,10,20,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,80.33,52.18,80.33,52.18,0.61,0.75,"Saturday",1,0,10,-0.866025403784439,0.5,"Fall",0
"56675","2011-10-18","31616",44,60,104,394,"Partly cloudy until afternoon.","partly-cloudy-day",0,0,NA,72.71,60.9,72.71,60.95,0.73,0.37,"Tuesday",1,0,10,-0.866025403784439,0.5,"Fall",0
"58810","2011-11-02","31702",0,0,0,409,"Clear throughout the day.","clear-day",0,0,NA,61,41.6,61,41.6,0.74,0.39,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"58831","2011-11-02","31305",18,17,35,409,"Clear throughout the day.","clear-day",0,0,NA,61,41.6,61,41.6,0.74,0.39,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",0
"28029","2011-04-02","31225",35,41,76,195,"Mostly cloudy until evening.","partly-cloudy-day",0.0017,0.81,"rain",50.84,39.58,50.84,39.58,0.66,2.43,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",1
"6445","2010-11-03","31014",0,0,0,45,"Light rain overnight.","rain",5e-04,0.77,"rain",54.99,49.13,54.99,49.13,0.77,0.87,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"17188","2011-01-17","31601",2,4,6,120,"Snow (< 1 in.) overnight.","snow",6e-04,0.38,"snow",31.46,27.81,31.46,27.81,0.56,1.68,"Monday",1,0,1,0.5,0.866025403784439,"Winter",1
"59258","2011-11-05","31620",25,38,63,412,"Clear throughout the day.","clear-day",0,0,NA,52.28,31.74,52.28,31.74,0.55,1.34,"Saturday",1,0,11,-0.5,0.866025403784438,"Fall",0
"16032","2011-01-09","31605",6,5,11,112,"Clear throughout the day.","clear-day",0,0,NA,33.13,23.03,26.2,19.29,0.48,6.39,"Sunday",1,0,1,0.5,0.866025403784439,"Winter",0
"61988","2011-11-24","31211",0,0,0,431,"Clear throughout the day.","clear-day",0,0,NA,60,37.33,60,37.33,0.6,1.53,"Thursday",1,1,11,-0.5,0.866025403784438,"Fall",0
"44555","2011-07-26","31402",5,4,9,310,"Mostly cloudy overnight.","partly-cloudy-night",0,0,NA,92.93,73.57,93.02,73.85,0.62,0.63,"Tuesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"41690","2011-07-06","31620",61,54,115,290,"Partly cloudy until evening.","partly-cloudy-day",9e-04,0.68,"rain",86.56,72.34,91.92,73.62,0.75,0.61,"Wednesday",1,0,7,-0.5,-0.866025403784439,"Summer",1
"36074","2011-05-28","31620",46,53,99,251,"Partly cloudy until evening.","partly-cloudy-day",0,0,NA,82.4,69.08,84.47,69.99,0.75,1.92,"Saturday",1,0,5,0.5,-0.866025403784439,"Spring",0
"61644","2011-11-22","31101",40,28,68,429,"Rain until evening.","rain",0.0217,1,"rain",56.79,57.56,56.79,57.56,0.94,0.45,"Tuesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"47597","2011-08-16","31223",69,63,132,331,"Mostly cloudy until evening.","partly-cloudy-day",0,0,NA,84.26,65.78,85.11,66.25,0.68,1.93,"Tuesday",1,0,8,-0.866025403784438,-0.5,"Summer",0
"52735","2011-09-21","31001",20,12,32,367,"Foggy in the morning.","fog",6e-04,0.8,"rain",75.18,70.18,76.01,71.32,0.89,0.41,"Wednesday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"47412","2011-08-15","31400",32,33,65,330,"Mostly cloudy throughout the day.","partly-cloudy-day",0.0038,0.78,"rain",80.43,68.13,82.81,68.56,0.8,1.16,"Monday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"25263","2011-03-14","31704",0,0,0,176,"Partly cloudy throughout the day.","partly-cloudy-day",0,0,NA,51.64,34.87,51.64,34.87,0.54,1.45,"Monday",1,0,3,1,6.12323399573677e-17,"Winter",0
"27737","2011-03-31","31235",9,5,14,193,"Light rain overnight.","rain",0.0013,0.86,"rain",42.55,37.31,42.55,35.32,0.91,1.66,"Thursday",1,0,3,1,6.12323399573677e-17,"Spring",1
"35374","2011-05-23","31804",4,1,5,246,"Mostly cloudy until evening.","partly-cloudy-day",0.0018,0.9,"rain",83.44,70.48,86.53,71.31,0.78,1.54,"Monday",1,0,5,0.5,-0.866025403784439,"Spring",1
"66008","2011-12-22","31300",11,6,17,459,"Rain starting in the evening.","rain",0.0151,1,"rain",60.25,48.78,60.25,47.54,0.77,0.18,"Thursday",1,0,12,-2.44929359829471e-16,1,"Winter",1
"60794","2011-11-16","31003",1,3,4,423,"Light rain until afternoon, starting again in the evening.","rain",0.0146,0.99,"rain",58.99,46.34,59.01,45.46,0.92,0.61,"Wednesday",1,0,11,-0.5,0.866025403784438,"Fall",1
"52903","2011-09-22","31608",33,36,69,368,"Mostly cloudy throughout the day.","partly-cloudy-day",2e-04,0.25,"rain",78.68,70.47,79.78,71.61,0.87,0.39,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
"62129","2011-11-25","31215",37,74,111,432,"Clear throughout the day.","clear-day",0,0,NA,67.75,37.25,67.75,37.25,0.58,0.25,"Friday",1,0,11,-0.5,0.866025403784438,"Fall",0
"13919","2010-12-25","31236",0,0,0,97,"Overcast throughout the day.","cloudy",0,0,NA,33.97,29.6,33.97,24.44,0.66,1.13,"Saturday",1,1,12,-2.44929359829471e-16,1,"Winter",0
"29040","2011-04-09","31619",49,45,94,202,"Overcast throughout the day.","cloudy",0,0,NA,51.58,49.61,51.58,49.61,0.84,0.46,"Saturday",1,0,4,0.866025403784439,-0.5,"Spring",0
"49302","2011-08-28","31214",98,120,218,343,"Rain in the morning.","rain",0.039,1,"rain",84.13,63.21,84.61,63.21,0.74,5.28,"Sunday",1,0,8,-0.866025403784438,-0.5,"Summer",1
"42563","2011-07-12","31616",43,42,85,296,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,93.3,75.11,99.53,75.94,0.67,1.6,"Tuesday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"52425","2011-09-19","31603",50,52,102,365,"Overcast throughout the day.","cloudy",0,0,NA,68.59,63.74,68.59,63.84,0.75,0.57,"Monday",1,0,9,-1,-1.83697019872103e-16,"Fall",0
"31117","2011-04-24","31103",93,48,141,217,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",0.0039,0.42,"rain",85.65,61.96,85.65,62.29,0.73,0.85,"Sunday",1,0,4,0.866025403784439,-0.5,"Spring",1
"43790","2011-07-21","31206",28,30,58,305,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0,0,NA,97.16,80.58,111.44,85.96,0.7,1.08,"Thursday",1,0,7,-0.5,-0.866025403784439,"Summer",0
"1446","2010-09-30","31111",3,5,8,11,"Heavy rain until afternoon, starting again in the evening.","rain",0.1236,1,"rain",77.63,60.38,79.18,60.38,0.92,1.61,"Thursday",1,0,9,-1,-1.83697019872103e-16,"Fall",1
